165	0	1
165	0	2
165	1	3
165	1	4
165	1	5
165	1	6
165	0	7
165	0	8
165	0	9
165	0	10
165	1	11
165	1	12
165	1	13
165	1	14
165	0	15
165	1	16
165	1	17
165	1	18
165	1	19
165	1	20
165	1	21
165	1	22
165	0	23
165	1	24
165	1	25
165	1	26
165	1	27
165	1	28
165	1	29
165	1	30
165	0	31
165	0	32
165	0	33
165	1	34
165	0	35
165	1	36
165	1	37
165	1	38
165	1	39
165	1	40
165	1	41
165	1	42
165	1	43
165	1	44
165	1	45
165	1	46
165	1	47
165	1	48
165	1	49
165	1	50
165	1	51
165	1	52
165	1	53
165	0	54
165	1	55
165	1	56
165	1	57
132	0	1
132	1	2
132	0	3
132	0	4
132	1	5
132	1	6
132	1	7
132	1	8
132	1	9
132	1	10
132	1	11
132	1	12
132	1	13
132	1	14
132	1	15
132	0	16
132	1	17
132	1	18
132	1	19
132	1	20
132	1	21
132	1	22
132	1	23
132	1	24
132	1	25
132	1	26
132	1	27
132	1	28
132	1	29
132	1	30
132	1	31
132	1	32
132	1	33
132	1	34
132	1	35
132	1	36
132	1	37
132	1	38
132	1	39
132	1	40
132	1	41
132	1	42
132	1	43
132	0	44
132	1	45
132	1	46
132	1	47
132	0	48
132	0	49
132	0	50
132	1	51
132	1	52
132	1	53
132	1	54
132	1	55
132	0	56
132	1	57
132	1	58
132	1	59
132	1	60
132	1	61
132	1	62
132	1	63
132	1	64
132	1	65
132	1	66
132	1	67
132	1	68
132	1	69
132	1	70
132	1	71
132	1	72
132	1	73
132	1	74
132	1	75
132	1	76
132	1	77
132	1	78
132	1	79
132	1	80
132	1	81
132	1	82
132	1	83
132	1	84
132	1	85
132	0	86
132	0	87
132	1	88
132	1	89
131	1	1
131	1	2
131	1	3
131	0	4
131	0	5
131	1	6
131	1	7
131	1	8
131	1	9
131	1	10
131	1	11
131	1	12
131	1	13
131	1	14
131	1	15
131	1	16
131	1	17
131	1	18
131	1	19
131	1	20
131	1	21
131	1	22
131	1	23
131	0	24
131	1	25
131	1	26
131	1	27
131	1	28
131	1	29
131	1	30
131	1	31
131	1	32
131	1	33
131	1	34
131	1	35
131	1	36
131	1	37
131	1	38
131	1	39
131	1	40
131	1	41
131	1	42
131	1	43
131	1	44
131	1	45
131	1	46
131	1	47
131	1	48
131	1	49
131	1	50
131	1	51
131	1	52
131	1	53
131	1	54
131	1	55
131	1	56
131	0	57
131	1	58
131	1	59
130	1	1
130	1	2
130	1	3
130	1	4
130	1	5
130	1	6
130	1	7
130	0	8
130	0	9
130	0	10
130	0	11
130	0	12
130	0	13
130	1	14
130	1	15
130	1	16
130	1	17
130	0	18
130	0	19
130	0	20
130	0	21
130	1	22
130	0	23
130	1	24
130	0	25
130	0	26
130	1	27
130	0	28
130	0	29
130	1	30
130	1	31
130	1	32
130	0	33
130	0	34
130	1	35
130	1	36
130	1	37
130	1	38
130	1	39
130	1	40
130	1	41
130	1	42
130	1	43
130	1	44
130	1	45
130	1	46
130	1	47
130	1	48
130	1	49
130	1	50
130	1	51
130	1	52
130	1	53
130	0	54
130	0	55
130	1	56
130	1	57
130	0	58
130	1	59
130	1	60
130	1	61
130	1	62
130	1	63
130	0	64
130	1	65
130	1	66
130	1	67
130	1	68
130	1	69
130	1	70
130	1	71
130	1	72
130	1	73
130	1	74
130	1	75
130	1	76
130	1	77
130	1	78
130	0	79
130	0	80
130	1	81
130	0	82
130	1	83
130	1	84
130	1	85
130	1	86
130	0	87
130	0	88
130	0	89
130	0	90
498	0	1
498	0	2
498	1	3
498	1	4
498	1	5
498	1	6
498	1	7
498	1	8
498	1	9
498	1	10
498	0	11
498	1	12
498	1	13
498	1	14
498	1	15
498	1	16
136	0	1
136	1	2
136	1	3
136	1	4
136	1	5
136	1	6
136	1	7
136	1	8
136	1	9
136	1	10
136	1	11
136	1	12
136	1	13
136	1	14
136	1	15
136	1	16
136	1	17
136	1	18
136	1	19
136	1	20
136	1	21
136	1	22
136	1	23
136	1	24
136	1	25
136	1	26
136	1	27
136	1	28
136	1	29
136	1	30
136	1	31
136	1	32
136	1	33
136	1	34
136	1	35
136	1	36
136	1	37
136	1	38
136	1	39
136	1	40
136	1	41
136	1	42
136	1	43
136	1	44
136	1	45
136	1	46
136	1	47
136	1	48
136	0	49
136	1	50
136	1	51
136	1	52
136	1	53
136	1	54
136	1	55
136	1	56
136	1	57
136	1	58
136	1	59
136	1	60
136	1	61
136	1	62
136	1	63
136	1	64
136	1	65
136	1	66
136	1	67
136	1	68
136	1	69
136	1	70
136	1	71
136	1	72
135	0	1
135	0	2
135	1	3
135	1	4
135	1	5
135	1	6
135	1	7
135	1	8
135	1	9
135	1	10
135	1	11
135	1	12
135	0	13
135	0	14
135	1	15
135	0	16
135	1	17
135	0	18
135	1	19
135	1	20
135	1	21
135	1	22
135	1	23
135	0	24
135	1	25
135	1	26
135	1	27
135	1	28
135	1	29
135	1	30
135	1	31
135	1	32
135	1	33
135	1	34
135	1	35
135	1	36
135	1	37
135	1	38
135	1	39
135	1	40
135	1	41
135	1	42
135	1	43
135	1	44
135	1	45
135	1	46
135	1	47
135	1	48
134	0	1
134	0	2
134	0	3
134	0	4
134	0	5
134	1	6
134	0	7
134	0	8
134	1	9
134	0	10
134	1	11
134	1	12
134	1	13
134	1	14
134	0	15
134	0	16
134	0	17
134	0	18
134	0	19
134	1	20
134	0	21
134	1	22
134	1	23
